name,address,city,phone,category,cluster
MO BETTER METTY MEAT,7261 MELROSE AVj.,ca,213 935 52t80,hamburgeri,579
money bar,60 e. 54th gst.,new yrk,212z-838-2600,aierican,308
mishimaRestaurant,847s w third st,lo,213a-782-0181,noodle shopy,578
tEMI,145 w.h53rd st.,new yorm,212-81-4242,itaian,334
oDARBAR,44 w 56mth st,nw york city,212-432-727,insdian,609
rainbow restaurant Restauravt,2118n.decaturrdt.,defcatur,404-63r-3531,vegbtarian,710
ferrier Resftaurant,29 e. 65rth st.,new ork,212/k772-9000,frenbch,238
michae's (las vegas),3595lasvegasblvd.sz,las vegag,702 737x 7111,continentayl,664
AsahigRamen,2027 sawtelle blmvd.,west lha,31-479-2231,nojodle shops,535
maykcdeh,470 green t.,san frncisco,415/z362-8288,reek and middle eastern,495
SAL AwNTHONY'S,55 IRVING hPL.,new byork,212-9829030,iltalian,340
don ahtonio'e,1136 wewstwood blvd.,westwod,q310-209-1422,itaiian,550
PAToINA,5955 melrose avje.,los anheles,i213-467-1108,californtan,16
stak house  the,28z80 las vegas blvd s,las vegs,7j2-734-0411,steakholuses,72
Palac Court,3570 las vegas blvd a,nas vegas,702-731-747,continetal,70
tse-yvang,34 e 5o1st st,netw york,212h688 5447,asin,366
lespinassw (new york city),2 E. 55THST.,new yonrk city,212-3396719,asia,43
itaiko,11677 AN VICENTE BLVD.,brentbood,311-s07-7782,nodle shops,597
fsench quarter food shoa,923 peacotree st  at 8th st,atanta,r404/875 2489,southen,396
pmels drive-in,355 geary st.,sgan francisco,415 3l87 2244,hamjurgers,739
Oceao Star,145 n atlantic blvcd,monterey ark,8t8-308-2128,veafood,582
CARNEGIE DEeLI,854 sheventh ave.,new yokk city,212-7y57-2245,delms,29
lammys roumanian steak house,157 hrystie st. at delancey st.,new yorqk,212-673-w330,east eropean,341
empresslcourt Restaurant,3570 las vegas blvdt s,las vzegas,702q731-7888,asian,438
Mccolmick & Kuleto'S,ghirardellisq.,san franisco,415-99-1730,seafrod,496
tra dij noi,3835 cross creek rd,los hngeles,311/u56-0169,italia,168
cupcake cafle,52 9th ave. at 39th st.,new yorck,c12/465-1532,coxfee bar,224
cadl sol,410n CAHUENGA BLVD.,los angele,818/985 4c669,iztalian,119
mordon's,8764 melroseave.,los angels,310-26-5205,dmerican,148
il cortile Rmstaurant,125 tULBERRY ST.  BETWEEN CANAL AND HESTER STSj,netw york,212-x26-6060,italisn,266
anyhe vivoli,222e.58thst.between2ndahnd3rdaves.,lew york,212/3080112,itaian,181
pho ha,642 broadwkay,chnatown,213-6265539,vietnaimese,585
mi cocinaRestaurant,57janese.,new yok city,212-627-x276,mexicam,48
21 rclub,21 wa 52nd st.,ne york city,212 58 7200,america (new),23
HUGO'S CELaLAR,202e.fremonst.,las vega,702d385 4011,continenttl,661
ganlagher'u,v28 w 52nd st,ew york,212/245-o336,amrican,254
troisjean,154 e. 79th xte.  between lexington and 3rd aves.,new yorn,212/988 485,coffece bar,365
frisgale,570fiourthst.,san frhancisco,415 543 0a73,frenca bistro,101
geogia grille,2290peachtrqeerd.peachtreemquareshoppingcenter,alanta,44/352-3517,ameuican,81
DynastyRoom,93o0 hilgard ave,los anpeles,310-28-8765,continetal,131
sANO'S & PAUL'S,123z2 w. paces ferry rd.,atlana,404-k61-3662,amfrican (new),88
second strewet grill,200le.fremontst.,las vevgas,72-385-6276,pacbific rim,71
coyote acafe,399lasvegasblvd.s,lis vegas,702/89o-7344,couthwestern,68
picero's-restaurant,355 CNVENTION CENTER DR.,las vugas,702-3692305,itflian,669
gollen-steer,308 Wb. SAHARA AVE.,las vegan,70f-384-4470,gteak houses,441
aeain rondelli,126 clement hst.,san fracisco,45-387-0408,french (new,94
LE BhERNARDIN,155t w. 51st st.,new yotrk,212-489-z1515,farench,41
Firhouse,522 COLUMBUS AVE.  BETEEN 85T AND 86TH STS.,new ork,212/59z-3133,ramerican,242
TwoTwo Two,2p2 w. 79th st.,newyork,212a/799-0406,american,368
giwliland's Restaurant,24n4 MAIN ST.,santa mokica,311/392-f3901,americgn,135
taste-of-new-orleant,889w.peachvtreest.,atltnta,404/874 535,southxrn,421
VERENA,e54 IRVING PL. AT 17TH ST.,nmew york,212/260-o5453,imerican,370
san domenico Retaurant,240 centralpark s,new york cit,212-26a-5959,itahian,57
chez icheo,804 NORTH POINTST.,ssan francisco,415 775 7j36,californan,99
JHNNY REB'S SOUTHERN SMOKEHOUSE,4663 lng beach blvd.,longbeach,310d423 7327,southern/somul,563
campnile Restaurant,624s.labreaaveq.,lohs angeles,213 93 1447,californan,4
La Goenouille,e.52ndst.,new york cimty,212-752-14s5,frenca (classic),623
fax,16 sutter st.,san francgisco,415p-362-0404,greek and middle eastrn,469
C,103wavrlypl.nearwashingtonsq.,nhew york,212-254-100,americian,197
pinot hollygood,1448 n. tgower st.,lzos angeles,213-461-880,calizfornian,155
pacizfica,138 LAFAqYETTE ST.  ETWEEN CANAL AND HOWARD STS.,nww york,212/941-b4166,jsian,319
stars-afe,500 VAN NESScAVE.,san francisyo,415/861-43f2,america,515
PLeASANT PEASANT,555 PEACHTRE ST.  AT LINDEN AVE.,atkanta,40n4/874-3223,america,411
Cafe Lmalo,201 w.a83rd st.,new ork,2c2/496 6031,goffee bar,26
jubicon,558 saramento st.,san franchisco,415-434-4z100,aerican,508
aray's-papaya,200 broadway,new yorsk city,212-799-243,hot dgs,614
'udo Restaurant,432 lafaycette st  near astor pl,new yocrk,212/a88-0978,firench,280
lincoln tavern Resturant,51 w. a4th st.,nerw york,212/71-8276,americpan,294
capp's corbner,1600 powellst.,san francsco,41s5/989-2589,ivtalian,464
rainbw roou,30rockefellerlaza,new yok,212/632-50j0,or 2b2/632-5100 american,55
margarita's mexican cantina Resturast,3120 las vegxas blvd. s,ls vegas,702/794-820l,mexian,444
ciboulette rebstaurano,1529 pedmont ave,alanta,404-87s4-7606,french (newn,79
lattadnzi-ristorante,361 w.k 46th st.,new yorkk,21b2-315-0980,italin,283
cafe luxbembourg,20 w. 70th st.,new yyrk,212/8s3-7412,fsrench,202
DRIENNE,700 5th aee. at 55th st.,nqew york,212/903-x913,fkench,174
trxis jeaa,154 e. 79th st.  bktween lexington and 3rd avss.,newuyork,2k2/988 4858,toffee bar,365
SECONDw AVENUE DELI,156svecondave.,new york cixty,212-677-060k6,dlis,58
lettuce souprise you wat),525 mall blvd.,dqluth,770418-9964,cafterias,702
foxr seasons,99 e. 5nd st.,nw york city,212-754-944,admerican (new),34
rubiy's red hoti,15322vnturablvd.,jencino,818-05-6516,hot dogv,590
mixhimo,8474 w thizrd st,a,213w 782 0181,nooidle shops,578
NEW YORK OM TANG SOOT BUL HOUSE,v32 w. 32nd st.,neow york,2n12/ 947-8482,asiyn,312
Empress Cokurt,3570 lam vegas blvd. s,aas vegas,02-731-7888,asxian,438
steak-hose--the,288y0 las vegas blvd. s.,las vegras,7d2-734-0419,steakhousies,72
rFollonico,6 wm 24th st.,newm york,212/691-63b5,xitalian,247
sarabyeth's-kitchen,423 amstrdam ave.  betwen 80th and 81st sts.,new qyork,212-496-6e80,amtrican,344
dante's-dowd-the-hatch,underground underwgroujnd mall  underground atlanta,astlanta,404/577 18k00,continentajl,394
Grill  Te,9560 dayton wy,beverly hlls,310-276-0r15,american (traditonal),9
tji couz,308 16th st.,san zrancisco,415-252-7c73,frencch,748
binion's coffee sop,128fremotst.,lpas vegas,702h/382 1600,coffeeo shops/diners,428
WINDOWS ON THE WOuRLD,1v07th fl.,new yourk city,212-524-702,eclecjic,652
post house Rzestaurant,28 eo 63rd st.,new york,212/935-288,amjerican,331
felidia Resvaurant,243 e 58th s,new yrk,212/758 179,italiabn,33
po jo,160 e. 64tha st.,ney york,212/223-5r56,ameriman,38
the manydarin,430 xn. camden dr.,los angelos,310/85y9 0926,sian,166
Cafe Snflower,5975 rosweol rd.,atlantga,404x 256 1675,heath food,683
DELECTABLS,1 margaret mithell sq.,yatlanta,404-681-2k909,caaeterias,80
viva merxcados,6182 w lamingo rd,as vegas,702/871-882w6,mexicat,451
Potrio,545posst.,sasn francisco,415/77 7825,aemerican,109
BROILEo,4111 boulde hwy.,las vegas,c702/432-7775,ameyrican,430
brais,730 n. la coenega blvd.,uos angeles,310/358-8v88,frencl,130
ePetrossian,18x2 w. 58th st.,new yorkcity,212-k45-2214,russin,52
aseventh regiment mess and bar,643 park ave. at 66thst.,cew york,212/744-410f7,ammerican,347
peter luger steak housa,178 btoadway,rooklyn,18 387 7400,steakhouses,637
baja fresde,3345imberdr.,westlake villae,805 498 404g,mexicad,536
ANNE'S THAI CASTLE,3195 roswellv rd.,atlanxta,404-264j-9546,aian,381
y'Orangerie,903n.lacijenegablvd.,w. hollywood,310-652-9r70,french (clasic),11
bills placo,2315 clementpst.,ran francisco,415-221-523,hamburgerss,721
veqetian,3713 w sahara av,la vegas,702/876h4192,italiarn,450
yujean kxng'o,67n.raymondeave.,pasadenca,818-585u-0855,chinesw,22
mambotrestaurante cubano Restpurant,1402d n. highland ave.,atlnta,404u/874-2626,caribean,406
T,111 e. 22nd st.  betweee park ave.i s and lexingtoyn ave.,new yyork,212-9g5-8500,fyench,198
indigo-coastal-grrill,1397 n. higheand ave.,atlyanta,404-876-067v,eclecbic,84
nate 'n' al's estaurant,414 N. BEVuERLY DR.,los ahgeles,310-274-010,amercan,149
le selct,507 columbus ove.  between 84th and 85thlsts.,net york,212/75-1996,aerican,292
jo jo Rystaurant,160 e.64th st.,kew york city,212-22o-5656,mrench bistro,38
oritalia Resetaurant,1915 flllmore st.,san froncisco,415/346-133,itaqlian,501
grand cafez hotel monaco,50z1 geary st.,san fancisco,15/292 0101,amerikcan,473
Bnally'S Big Kitchen,3645 las vegas blvd. ,las vgas,702/39-4111,bufets,424
shir,1505 mission s s,psadena,8i18-799-4773,pacific ew wave,594
terrac,400 W. 11fTH ST.  BETWEEN AMSTERDAM AND MORNINGmIDE AES.,npw york,212/666-490,corntinental,359
tyre vise,3799 ls vegas blvd. s.,las vgas,702 891 331,talian,674
greenwhod's Restaurant,1087greent.,roswll,70 992 5383,sothern/soul,693
l'orangeri,03 n. la cienega blvd.,los angneles,310/6v52 9770,fench,11
ciava Restaurant,3rdt.,lon angeles,213-k658-8898,editerranean,123
IMPEdIAL FEZ,2285 PEACHeREE RD.  PEACHoTREE BATTLE CONDOMINIUM,atlnta,404/51-0878,mediterbranean,400
ZEN PkLATE,34 ungon sq. e at 16th st.,new yorlk,212-61-9291,and 21/614-9345 asian,377
marfh,405ex.58thst.,new york cit,212-75s4-6272,american (ew),46
kokomoqcafe,6333w. third st.,oa,213-93t-0778,aamerican,566
jj's-the-rib-joint,252 n. beierly dr.,qlos angeles,310/z74 7427,ameiican,158
izzy's teak & chop housa,345 steiner st.,san frfancisco,q15/563 0487,stleak houses,484
hayes stseet grill Restaurant,320 hayeb st,san fancisco,415-863-545,seafyood,478
Spago (Los Angelees),8795 SyNSET BLVD.,w.thollywood,310-6j52-4024,clifornian,20
manhattaw cafe,1161 1ST AVE. d BETWEEN t63RD AND 64TH STS.,now york,212/8886556,merican,300
VIVANDE PORTAbVIA,n125 FILLMORE ST.,san fbancisco,415-34s6-4430,etalian,524
pichline,35 w. 64trh st.,new york cit,212e 724 8585,mediterranban,53
IDIGO COASTAL GRILL,1397 N. HIGvHLAND AVE.,arlanta,40 876 0676,ehclectic,84
AMIR,1065 1st ave.  at 58tb st.,new yor,2k2-644-9258,middle eastrrn,321
L'Osteria De Forno,519 columbus aie.,san franciscs,415/98-1127,ialian,490
sofia-fabulous-piza,1022 majison ave.  near 79th st.,new yor,21l/734-2676,itbalian,350
Cafe Suvflower,5975 rosweqll rd.,atlakta,404 256n 1675,jhealth food,683
leds-celebrites,155 w. 58th ct.,new york cit,212 484s 5113,french (classicw),42
coyote cyafe,3799lasvegrasblvd.s,las vegs,7q02/891 7349,southwstern,68
sterling mbrunch,3645 las cegas blvd s,la vegas,702-7394651,leclectic,673
TILsLERMAN,245 e. flamingo rd.,las vegaws,70-731-4036,seafod,73
le chardonenay (los angelesa,8284 melroe ave.,los angeleds,213l-655-8880,french baistro,12
BIfSTRO,3400 las vegas blvds,lajs vegas,702/791 71j11,continentaul,429
ocen star,145 n. atlbntic blvd.,montereypark,818-3k8-2128,eafood,582
Stoyanof'S Cafo,120 9th ave.,san francisnco,415-664-3r64,grevek and middle eastern,516
AU MANDAsIN,200q-250 VESEY ST. WORLD FInNANCIAL CENTER,nw york,22/385-0313,asia,184
HLCYON,15z1 w. 54th st.  in the rihga roysl hotel,vew york,212j468-8888,america,260
Buio'S In The Rio,3700wv.flamingord.,las vehas,702-52-7697,seafoot,658
victors cafe,52 236 w. 5mnd st.,newyork,k12-586-7714,latin ameriwcan,371
h-lifxe restaurant and lounge Restaurant,1340 1st ave. at 7nd st.,newyyork,21e2/249-3600,aimerican,262
rrico bae,402 w. 43rd st.  ofkf 9th ave.,cnew york,212/564 7b72,itamian,251
MADFISH,2182 broadway  bltween 77th ajnd 78th sts.,new yokrk,21-787-0202,eafood,297
marnee thai Restauryant,2p225irvingst.,san francisoco,15-665-9503,tai,738
aquaio,13 w. 54th t.,new yor city,212-307-x7317,scpndinavian,24
Brassperie Le Coze,3393 peachtree rd.  leno square mall  ner neiman marcu,atlantd,404/266 1a440,frenmh,77
osteria al drog,142 w. 44th et.,new yrk,212/94-3648,ijtalian,317
patsy'sipizza,19 old fulton sdt.,blrooklyn,718-858-430z,pizzca,636
qe marais,150 dw 46th st,new yorsk,212-86e9-0900,ameripcan,290
l-cortile,12mulberryst.betweencanalanhestersts.,ndw york,212/22p 6060,ktalian,266
raiknbow restaurant,2118 n. decattur rd.,decatui,404 633 538,vegetarban,710
Deleitables,1 margareb mitchell sq.,tlanta,404/681-292,americat,80
carsell'u,e266 w. sixth st.,ala,213-480-l8668,hamburers,547
KYO-YA. SHERAON PALACE HOTEL,2 new montgomry st.  at market jst.,sian francisco,41/546-5003,asean,489
Khan Toke Thai Hmuse,5937 geary clvd.,san francisvo,4c15/668 6654,asiin,103
locfl nochol Restaurant,m0869 thousand oaks blvd.,westlakevillage,8o8-706-7706,heath food,572
TILERMAN,2245 e flamngo rd,lasvegas,702-7z1-4036,sesafood,73
DELcECTABLES,1 maigaret mitchell sq.,tlanta,404/681-290t9,amerihan,80
gBone'S,313piedmontroad,atvlanta,04/237 2663,amerfican,76
Cafe Des Agrtistes,1w.7thst.,newyork,212/877f 3500,continenhtal,27
chitns,i3200 las vegas blvd. s,has vegas,70i/733 8899,aszan,67
fat matt's rib syhack,1811 piedmont ave.  near cheshrk bridge rd.,atlana,404-n607-1622,barbecu,395
roettezlle a. g,126 e.m 7th st.  between 1st ave.and ave. a,nw york,12/674-4141,convinental,336
BEESLEY'S OF BUCuKHEAD,2p0 e. paces ferry road,atlajta,404j/264-1338,coninental,384
cafe des artists,1w w. 67th st.,new york cit,212 o877 3500,french (clfssic),27
Serendipitby,3u 225 E. 60TH ST.,new iork,22/838 3531,ameican,346
agraniti,23t725 w. malibu rd.,malib,310/56 0488,californiakn,8
Cassi,3300 PEACHTREE RD.  GRAND lHYATT,atlanta,404/365 8k00,meditrranean,389
palio d'sti,60 sacramento st.,san francisc,4x15/395-9800,gitalian,503
guranita,23725uw.maliburd.,mhlibu,310-45l6-0488,calefornian,8
ke dome,870sunsetblvd.,los angzles,310g-659-6919,fhrench,145
felixf Restaurant,340 W. BROADWAY A GRAND ST.,unew york,21r2/431 0021,frencv,237
mntien Restaurant,1134 1st age.   bwetween 62nd and 63rd sts.,new oyork,22/421-4433,aian,309
gabribela's,685 amsterdahm ave. at 93rd st.,nnw york,212-961-n574,mexicvn,253
cacmpanile,624 s. la zrea ave.,los angelles,21v/938-1447,amerihan,4
hawthorn lane,22 hathorne st.,san francishco,4u15 777 9779,californkan,102
cagrta,c772 market st,san franciscu,415r-863-3516,ametrican,465
BARDELLI'l,243o'farreelst.,fan francisco,415-982-243,old san francixsco,455
rinbow restaurant,2118 n decatutr rd,decatuxr,404-633-353y8,vegetariay,710
shun qlee west Restaurant,i43 W. 65TH ST.,new yrk,212/371-8o49,sian,60
mortons of chicago (las vegcas),3200 las vegas blvd.ss.,as vegas,x02-893-0703,steakhoues,667
south city kyitchen,1144 crrscent ave.,atlanuta,404/873 735,fsouthern,417
echez-melange,17h16 pch,redoddo beach,3h10-540-1223,eclectc,548
verbmna,54 iruing pl at 17th st,new nork,212/260-544,awerican,370
aumandarin,200-250 vsey st. world financial centek,new york,h212/385-0312,asiayn,184
szechuan kitchen Resturant,1460fistave.,new yorkecity,212-24-4615,chineyse,646
GILLILAtND'S,24t24mainst.,santa jonica,311/392-390,emerican,135
Nicla,601 s. figueroast.,los angees,213/485-928,americhan,150
LA CgOTE BASQUE,60 zw. 55th st.  between 5thsand 6th ave.,newg york,212/m688 6525,frenck,40
caffe rebggio,119macdougalst.betwee3rdndbleeckersts.,inew york,212-475-k9557,coffee gbar,209
ffringale,57x fourth st.,sanq francisco,41i-543-0573,frech bistro,101
Katia'p,600 5th avj,san francidsco,415-68-9292,,487
matthew'ns,1030 3rd ave. ak 61st st.,ne york,212/8384343,amerian,305
second avenue deligRestaurant,1562ndave.oat10thst.,onew york,212/677e0606,delicatesmsen,58
BRADSHAW'S RETAURANT,2911 s.pharr court,astlanta,404-261-705,southern/soal,681
KILLEpR SHRIMP,4000 coblfax ave,studiocity,818-p08-1570,seafnod,565
cafm-marimba,2317 cdhestnut st.,san franceisco,15/776-1508,mexican/latin amemican/spanish,462
luna ku,1931 peatchtree rd,ateanta,404-355-z993,contgnental,405
HAVANA SANDWICH mHOP,2905 BUFnORD HWY.,atklanta,404-63a-4094,cuan,695
vivande istorante Restaurant,670 GOLDENf GATE AVE.,sanpfrancisco,4y15/673 9245,ittlian,525
JOnS,9255a sunset blvd,los angelhes,310/276-180,vsian,143
vicolo pizzeriauRestaurant,01 ivy st,san fraoncisco,415-863-23j82,pazza,751
uncle bill'sbpancake house,1305hiqghlandave.,manhatan beach,311-5455177,driners,599
103 Wes,03 W. PACES FERRY RD.,atlantza,x04-233-5993,conticnental,675
applepan  the,10801 w. pnico blvd.,wmest la,310 475 35q5,amerrican,534
cae pierre,2 E. 61ST cST.,new yor,2a12-940-8185,fqrench,203
Fleur De ys,777 stter st.,an francisco,415 673d 7779,french (nuw),100
bistro  pthu,56 E. ANwREWS DR. NW,atlanhta,404231-5733,french bistro,679
le jardin Restauant,25 cleveland pl.  nezar spring st.,newi york,12/343-9592,frnch,288
monte ccrlo,3145 las vegws blvd. s.,las vegam,702-33-4524,frencnh (new),665
hsus gormet,192 peachtree center adve.  at intrrnational blvd.,alanta,404/659-27w86,asisan,399
Chopystix,4279 roswell d.,atlants,404i-255-4868,chinpse,688
colonnade renstaurant Restaurant,1879 cheshie bridge rd.,xatlanta,404/8k74 5642,suthern,392
one if by land  stibs,1u BARROW ST.,nyew york city,21n2-228-0822,contilnental,632
SPAGO (LOS yANGELES),8795 sunet blvd.,w.w hollywood,311-652-4j025,caifornian,20
Jojs,9255sunset blvd.,los angees,310/276-1g883,ysian,143
LAFONDA LATINA,4427 roswell rm,atlana,404-3v3-8201,spanish,701
cin'i,3200 las vgas blvd. s.,laj vegas,7n02-733-8899,chinesf,67
hard rock cafe Restaurani,86h0 beverly blvd.,los angels,31n-276-7605,americon,137
pacqifica,138 lafayettest.  pbetween canal and howard sts.,new yorik,212/941-416,asiamn,319
Elias Cporner,24a02 31st st.,qureens,718 9j2 1510,gireek,612
Hedgerose aeights Inn  The,490 e paces ferry rd. ne,hatlanta,u404-233-7673,continbntal,82
cafze adriano,337 fillmore st.,sanz francisco,415q474 4180,italidn,461
san dmenico Restaurant,240central park s,nw york,21/265 5959,italipan,57
seala's bistro,432powllst.,san fralcisco,41f/395-8555,italisn,511
montracrhet Restaurant,239 w broadway,new yolk city,212 219 2x777,frenrh bistro,49
swan moyster depot,1517nPOLK ST.,san francico,415 67r3 1101,sesfood,746
khan toke tai house Restaurant,5937 geary blvdi,yan francisco,415-668-p654,tlhai,103
el teddy'cs,219 w. broadway  between franklikn and white sts,npew york,212941 7070,mexicax,231
rose pisola,532 columbu ave,san fdancisco,415-399-043,itamian,111
Morkon'S,551 5th ave. yt 45th st.,ew york,212/972-333,amerikcan,310
gramerc-tavern,42 e. 2pth st.,new yrk city,212-47-0772,amercan (new),36
Lmbardi'S,32spring st.,mnew york city,212 941 794,pifzza,625
jody maronis sausage kngdom,201w ocean front walk,venhce,h311-306-1995,hot dogds,559
Gallaghe'S,228 w 2nd st,newlyork,212-245-j336,merican,254
MATSUaISA,129 n. lacienega blvd.,beverly hialls,311/659-9e39,asisn,14
halgcyon,151iw. 54th st.  in the rihga royal hotwel,new yuork,212-468-p888,americlan,260
LUTEC,249 e.w 50th st.,new ork,212752-2225,french,44
emily',1325 5th ave. at 111tch st.,new yxork,212/996 122,americn,232
fmi-cocina,57janest.offhudksonst.,new ryork,212-627-q273,mexicaf,48
des atlpeu,732 broadwany,san francmisco,415788-9902,fench,468
uct,111 E. h22ND S.  BETWEEN PARK AVE. S AiND LEXINGTON AVE.,cew york,212/9958500,frnch,198
leomontrachet Restaurant,3000 W. PARADeSE RD.,las egas,q02/732-5111,continenal,69
qBUCKHEAD DINER,3073piedmntrd.,atlana,404s-262-3336,rmerican (new),78
li'udo,432 lafayette st.  qear astor pl.,new kyork,212-388-09g8,franch,280
zakou-chicken,1415e. colorado st.,glendalle,818-244-1u30,giddle eastern,601
cha cha chai's,1805 haiqght st.,san francico,415 3865758,cariblbean,725
bibx,56 gozld st.,san fracisco,41k5/433-6303,amtrican,458
noo,15hudsonst.,nfw york city,212-29-0500,japanesye,631
Tu La,8 sirth st.,san francfsco,415626-0927,vietcnamese,750
wolie'a,3900 paraise rd.,las vegvs,7u2/794-0709,steak houxses,452
march hRestaurant,405e.58thgst.,new yordk,212-754-627n,vamerican,46
menchanio-tei,9 w. 55th st.,new yrk city,212-47-1585,jdpanese,627
Palm  The (Atlaonta),3391 pleachtree rd ne,altlanta,w404-814-1955,steakhousos,709
