name,address,city,phone,category,cluster,processed_name,processed_address,processed_city,processed_phone,processed_category,cluster_id
dardellis,243 o'farrelkl st.,san fancisco,415/d82-0246,old san francisco,455,dardellis,243 ofarrelkl st,san fancisco,415d820246,old san francisco,166
SANPIETRO,18 e 54th ft,new uork,212/753u-9013,italin,342,sanpietro,18 e 54th ft,new uork,212753u9013,italin,68
ocean aveznue,140 ocean ave,santa monnca,310/394 5w669,amdrican,151,ocean aveznue,140 ocean ave,santa monnca,310394 5w669,amdrican,167
alecks barbecie heaven,783 martin luthet king jr. dr.,catlanta,404/5o5-2067,sbarbecue,380,alecks barbecie heaven,783 martin luthet king jr dr,catlanta,4045o52067,sbarbecue,168
sa su ki,304p buford hwy.,atlanta,404-325-585,asan,415,sa su ki,304p buford hwy,atlanta,404325585,asan,169
moscburgers,1322 gran st.,say francisco,415-788-376,hamburgerds,740,moscburgers,1322 gran st,say francisco,415788376,hamburgerds,170
touluse,b tpeachtree rd.,atlanyta,44/351-9533,frenc,92,touluse,b tpeachtree rd,atlanyta,443519533,frenc,171
feasz,241v1 w. sahara ave.,pas vegas,72/367 2411,buiffets,439,feasz,241v1 w sahara ave,pas vegas,72367 2411,buiffets,172
feaqu,2411w sahara ave,las veoas,702-367-411,buffts,439,feaqu,2411w sahara ave,las veoas,702367411,buffts,172
frico bar Restauranp,402 w. 43rd st.  off 9uh ave.,ew york,2q2-564-7272,italin,251,frico bar restauranp,402 w 43rd st off 9uh ave,ew york,2q25647272,italin,173
la caravetle,33 W. 55TH T.,new york cit,212-g586-4252,french (clasfsic),39,la caravetle,33 w 55th t,new york cit,212g5864252,french clasfsic,174
mary mac's tfea rooi,224 ponce dec leon ave,amlanta,404-87-1805,southzern/soul,86,mary macs tfea rooi,224 ponce dec leon ave,amlanta,404871805,southzernsoul,155
grexns,bldg. a fortxmason,san francico,415/771 6s22,vegetqrian,474,grexns,bldg a fortxmason,san francico,415771 6s22,vegetqrian,175
Colonnade Restarant,1879 CHESHIRE BRIDGm RD.,atlajnta,404q/874-5642,soutlhern,392,colonnade restarant,1879 cheshire bridgm rd,atlajnta,404q8745642,soutlhern,176
micarthur pari,607 front sn.,san francxsco,415/38-5700,american,493,micarthur pari,607 front sn,san francxsco,415385700,american,11
vinc & eddie's,70 w q8th st,newuyork,22/721 0068,aamerican,372,vinc eddies,70 w q8th st,newuyork,22721 0068,aamerican,177
RITZ-xCARLTON CAFE (ATLANTA),181 peachtre st.,atmlanta,404-659t-0400,americanx(new),711,ritzxcarlton cafe atlanta,181 peachtre st,atmlanta,404659t0400,americanxnew,140
oone market Restaurant,1 maruket st.,san franciscjo,415/77w-5577,aqmerican,500,oone market restaurant,1 maruket st,san franciscjo,41577w5577,aqmerican,178
Cgarmine'S,2450 broadwqy  between 90th and 91syt sts.,newyork,212/362 220,itaian,28,cgarmines,2450 broadwqy between 90th and 91syt sts,newyork,212362 220,itaian,179
sam's noodle shoap Restaurant,411 thirdsave.,new york cit,12-213-2288,chnese,639,sams noodle shoap restaurant,411 thirdsave,new york cit,122132288,chnese,180
Kelly'SOn Trinity,h333 bush st.,sfan francisco,415-362-444,calhifornian,733,kellyson trinity,h333 bush st,sfan francisco,415362444,calhifornian,181
fifty seven fifty seveb Restaurant,5f7 E. 57TH ST.,new yor,212/758o5758,amegrican,239,fifty seven fifty seveb restaurant,5f7 e 57th st,new yor,212758o5758,amegrican,182
emly's,1325 5h ave. at 111th st.,new yzork,212/996-121a2,amerian,232,emlys,1325 5h ave at 111th st,new yzork,212996121a2,amerian,183
iSUSHISAY,38 . 51st st.,new york ity,212-755-178u0,japbnese,643,isushisay,38 51st st,new york ity,212755178u0,japbnese,184
rubin's rxed hots Restaurant,c15322 ventura blvd,eniino,818-y905-6515,hot does,590,rubins rxed hots restaurant,c15322 ventura blvd,eniino,818y9056515,hot does,185
qBig Cup,22 8TH AVE.  BETWEEN 21ST AND 22zND STS.,new ybrk,21-206-0059,coffe bar,188,qbig cup,22 8th ave between 21st and 22znd sts,new ybrk,212060059,coffe bar,186
stars cafeRestaurant,500 varn ness ave.,san franclisco,y415/861-4344,americzn,515,stars caferestaurant,500 varn ness ave,san franclisco,y4158614344,americzn,187
erego,36n.camdendr.,los ngeles,3l0-277-7346,italiaqn,157,erego,36ncamdendr,los ngeles,3l02777346,italiaqn,123
city grill Rxstaurant,50 hur plaza,atlana,404/5242489,internatinal,390,city grill rxstaurant,50 hur plaza,atlana,4045242489,internatinal,188
ritz-lcarlton dining room (buckheadw,434 peachtree rd. ne,atlanmta,40-237-2700,american(new),90,ritzlcarlton dining room buckheadw,434 peachtree rd ne,atlanmta,402372700,americannew,189
mad-fis,2182 BpROADWAY  BETWEEN 77Th AND 78TH STS.,new yor,212/78e7-0202,seafod,297,madfis,2182 bproadway between 77th and 78th sts,new yor,21278e70202,seafod,190
brookhavn-cafe,4274aeachtreerd.,atlantoa,404 231b5907,vegetaurian,682,brookhavncafe,4274aeachtreerd,atlantoa,404 231b5907,vegetaurian,191
l'auberge Restturant,1191 1st ane.  betwten 64th and 65th sts.,new ywork,n12/288 8791,middloe eastern,278,lauberge restturant,1191 1st ane betwten 64th and 65th sts,new ywork,n12288 8791,middloe eastern,192
pinot bistro Resturant,12969 ventura blzd,studieo city,818 990g 0500,frenh bistro,18,pinot bistro resturant,12969 ventura blzd,studieo city,818 990g 0500,frenh bistro,193
rumpul,1 TILLMAN rL.,san franciso,415-421-230,amerkican,509,rumpul,1 tillman rl,san franciso,415421230,amerkican,194
pen &pencil,20ue.45thst.,new yor,212/682s 8660,aerican,325,pen pencil,20ue45thst,new yor,212682s 8660,aerican,195
coyore cafe (las vegasa,3799 las vegas blvdc s.,lasmvegas,70-891-7344,southwesern,68,coyore cafe las vegasa,3799 las vegas blvdc s,lasmvegas,708917344,southwesern,196
nkolai's roof,255 curtland st.  at harris st.,ratlanta,404/221 63a62,fontinental,87,nkolais roof,255 curtland st at harris st,ratlanta,404221 63a62,fontinental,197
tilkerman  the,2245e.flaminord.,las viegas,70-731-4036,steakhouse,73,tilkerman the,2245eflaminord,las viegas,707314036,steakhouse,198
benny's burritos Reskaurant,93 avt. a,new iyork city,212-s54-2054,mexijan,604,bennys burritos reskaurant,93 avt a,new iyork city,212s542054,mexijan,199
grania,23725 w. malibuy rd.,mazlibu,310 y56 0488,californijn,8,grania,23725 w malibuy rd,mazlibu,310 y56 0488,californijn,200
zrj's the rib joinu,252 n. bverly dr.,los agngeles,31n1/274-7427,amercan,158,zrjs the rib joinu,252 n bverly dr,los agngeles,31n12747427,amercan,201
SOUTH OF FRyNCE,2345 cheshire bridg rd.,tlanta,404/32t-6963,fretnch,418,south of frynce,2345 cheshire bridg rd,tlanta,40432t6963,fretnch,202
MARY'S DINqER,5111 w. boulderhwy.,las vdegas,702-45d-8073,coffe shops/diners,445,marys dinqer,5111 w boulderhwy,las vdegas,70245d8073,coffe shopsdiners,203
bone's-restaurannt,31j0piedmontrd.ne,aolanta,04 237 2663,steazkhouses,76,bonesrestaurannt,31j0piedmontrdne,aolanta,04 237 2663,steazkhouses,204
LlLU,816 OLSOM ST.,san rancisco,415j495 5775,mediterraneoan,105,lllu,816 olsom st,san rancisco,415j495 5775,mediterraneoan,205
picnholine,35 w. 4th st.,few york,212/724 l8585,mediteraanean,53,picnholine,35 w 4th st,few york,212724 l8585,mediteraanean,206
Montachet,239 w. broadway  between walkder and whitp sts.,new yodk,n12/ 219 2777,frcench,49,montachet,239 w broadway between walkder and whitp sts,new yodk,n12 219 2777,frcench,207
PatyS,1001riversidedr.,toluca lake,818/761-912w6,ameican,154,patys,1001riversidedr,toluca lake,818761912w6,ameican,208
les celerites,160 central par s,new yaork,212/484 511,frerch,42,les celerites,160 central par s,new yaork,212484 511,frerch,162
NIKOLAI'S ROO,255 cmourtland st,tlanta,404-2t21-6362,continenntal,87,nikolais roo,255 cmourtland st,tlanta,4042t216362,continenntal,209
andres frenbh restaurant,401s. 6th st.,las veguas,72-385-5016,french (classic,656,andres frenbh restaurant,401s 6th st,las veguas,723855016,french classic,210
JOJO,60e.64thst.,nlew york city,2p2-223-5656,french biptro,38,jojo,60e64thst,nlew york city,2p22235656,french biptro,211
cafe-lure,169 sullivan at  between houston and bleeqcker sts,ew york,2d2/473-2642,frenc,208,cafelure,169 sullivan at between houston and bleeqcker sts,ew york,2d24732642,frenc,212
gotham-bar-&-griqll,12 e 12th rt,nsew york,212w620-4020,wamerican,35,gothambargriqll,12 e 12th rt,nsew york,212w6204020,wamerican,46
Lillie Langtcy'S,129 e. fremount st.,laszvegas,702-385-711,sian,442,lillie langtcys,129 e fremount st,laszvegas,702385711,sian,213
fog city diver,1300bdatteryst.,san fpancisco,415/9822000,amecican,470,fog city diver,1300bdatteryst,san fpancisco,4159822000,amecican,214
vivande ristorant,670 goldenl gate ave.,san francixsco,415/67 9245,citalian,525,vivande ristorant,670 goldenl gate ave,san francixsco,41567 9245,citalian,215
mo's-buhrgers,1322 grant sty,sahn francisco,415-78v-3776,hamburgrs,740,mosbuhrgers,1322 grant sty,sahn francisco,41578v3776,hamburgrs,170
ALM TOO,840 SECOND AE.,newn york city,212 69 5198,steakhooses,635,alm too,840 second ae,newn york city,212 69 5198,steakhooses,216
PALACi COURT,3570 las vega blvd. s,las vegat,702/731-7w47,continenual,70,palaci court,3570 las vega blvd s,las vegat,7027317w47,continenual,217
bertolinis,3570lasvegasblvgd.s,las vega,702-a735-4663,italin,427,bertolinis,3570lasvegasblvgds,las vega,702a7354663,italin,218
emnire koreu,6 . 32nd st.,newayork,212/725-133,sian,233,emnire koreu,6 32nd st,newayork,212725133,sian,219
qLE BERNARDIN,155w.5stst.,new yorlk,22/489 1515,frencmh,41,qle bernardin,155w5stst,new yorlk,22489 1515,frencmh,220
pinot hpllywooo,1448 nt gower st.,los angeleos,213/461-8x01,caglifornian,155,pinot hpllywooo,1448 nt gower st,los angeleos,2134618x01,caglifornian,221
BINION'SCOFFEE SHOP,128 fremont sw.,lasvegas,702/38b-1600,coffee sehops/diners,428,binionscoffee shop,128 fremont sw,lasvegas,70238b1600,coffee sehopsdiners,222
il fornaio cucina italianma,301 N. BEVERL DR.,los ageles,310/50-8333,italia,139,il fornaio cucina italianma,301 n beverl dr,los ageles,310508333,italia,223
Lattanzi Ristoranqe,361 c 46th st,newyork,212/31d-0985,italimn,283,lattanzi ristoranqe,361 c 46th st,newyork,21231d0985,italimn,112
gramercytavern,42e.20thst.betwenparkave.csandbroadway,nw york,212/4q77-0773,americn,36,gramercytavern,42e20thstbetwenparkavecsandbroadway,nw york,2124q770773,americn,224
mifune japan center  kinteutsu buildin,17v7postst.,sanbfrancisco,41e5/922-0333,asia,107,mifune japan center kinteutsu buildin,17v7postst,sanbfrancisco,41e59220333,asia,225
tringolo,34ke.83rdst.,new syork,212/r72-4488,talian,363,tringolo,34ke83rdst,new syork,212r724488,talian,226
e-colonial,149e.57thst,new yor,212/s 752-0804,askian,286,ecolonial,149e57thst,new yor,212s 7520804,askian,227
berjolinis,3500 PEACHTREE RD.  PHIcPS PLAZA,atlnanta,404-2r33-2333,itxalian,385,berjolinis,3500 peachtree rd phicps plaza,atlnanta,4042r332333,itxalian,228
aleck's arbecue heaven Reystaurant,783marticlutherkingjr.dr.,atlarta,404-525-202,barbecu,380,alecks arbecue heaven reystaurant,783marticlutherkingjrdr,atlarta,404525202,barbecu,168
gite,120w.51sust.,iew york,212/56 7100,frenh,220,gite,120w51sust,iew york,21256 7100,frenh,229
mboulevard,1 MsISSION ST.,sn francisco,415 543 604,americav (new),96,mboulevard,1 msission st,sn francisco,415 543 604,americav new,230
l'aubergge-du-midi,310 w. 4th st.  between w. f2th ajnd bank sts.,snew york,2y2/242 4705,frenc,279,lauberggedumidi,310 w 4th st between w f2th ajnd bank sts,snew york,2y2242 4705,frenc,231
chez meange Restaurant,1716pc,redodo beach,310c-540-1222,eclecic,548,chez meange restaurant,1716pc,redodo beach,310c5401222,eclecic,232
johnny rokckets (la) Restaurant,507 melrose ave.,sla,213 651 336,ameican,564,johnny rokckets la restaurant,507 melrose ave,sla,213 651 336,ameican,233
vesegka,c144 second ave.,nfw york city,212-22-9682,krainian,650,vesegka,c144 second ave,nfw york city,212229682,krainian,234
marquet patibsserie Restaurant,15 e. 12th sot.  between 5th ave. and uiwversity pl.,newqyork,212/22 9313,cofdfee bar,303,marquet patibsserie restaurant,15 e 12th sot between 5th ave and uiwversity pl,newqyork,21222 9313,cofdfee bar,235
dnuke's,8909 sunsetm blvd,w. hollywocod,311-652-c110,offee shops,551,dnukes,8909 sunsetm blvd,w hollywocod,311652c110,offee shops,236
mobnsoon (ny),435 asterdam ave.,oew york city,212-58a0-8686,chai,629,mobnsoon ny,435 asterdam ave,oew york city,21258a08686,chai,237
vonu,200 e. l54th st.,new ybork,212-46-9592,amercan,373,vonu,200 e l54th st,new ybork,212469592,amercan,238
roscoeq's house kof chicken 'n' waffles,1514 n. gowerst.,leos angeles,213/46-9329,amerdican,161,roscoeqs house kof chicken n waffles,1514 n gowerst,leos angeles,213469329,amerdican,73
wsa,63rd stgreet steakhouse 4 w. 63rd st.,ne york,22/246 6363,amercan,375,wsa,63rd stgreet steakhouse 4 w 63rd st,ne york,22246 6363,amercan,239
gladstoje's, fish 17300 packfic coast hwy. at sunset blvd.,pacifice palisades,310/t454 3474,amewrican,136,gladstojes,fish 17300 packfic coast hwy at sunset blvd,pacifice palisades,310t454 3474,amewrican,240
mnfune,1737poustst.,sgn francisco,415-922w0337,japanse,107,mnfune,1737poustst,sgn francisco,415922w0337,japanse,241
sAYFLOWER CUISINIER,4750 w. sahara aveh.,las veas,702-870o8431,cthinese,663,sayflower cuisinier,4750 w sahara aveh,las veas,702870o8431,cthinese,242
spring street natural restgauant & bar,62spring st at lafayette st,ne york,212/966-0q99,aerican,351,spring street natural restgauant bar,62spring st at lafayette st,ne york,2129660q99,aerican,243
uncloe nicks,7a7 ninth ave.,new york citmy,21x-245-7992,grveek,64,uncloe nicks,7a7 ninth ave,new york citmy,21x2457992,grveek,244
frenth-roast,458 6th ave. at 1th st.,newh york,212/533-223,rench,249,frenthroast,458 6th ave at 1th st,newh york,212533223,rench,6
9 jones staeet,9 joes st.,new yotrk,212-989-1q220,americlan,173,9 jones staeet,9 joes st,new yotrk,2129891q220,americlan,41
Bryan Park Grill  Roof Restaurant And mp Cafe,25w.40thst.between5thxnd6thaves.,new yor,212-8406500,aerican,196,bryan park grill roof restaurant and mp cafe,25w40thstbetween5thxnd6thaves,new yor,2128406500,aerican,245
lespinassk Restaurant,2 e. 55th ust.,new yorsk,212/339d-6719,ameican,43,lespinassk restaurant,2 e 55th ust,new yorsk,212339d6719,ameican,36
paatina,5955 melrose ave,los angelek,213/467 110i8,nalifornian,16,paatina,5955 melrose ave,los angelek,213467 110i8,nalifornian,246
le bernardin Rstaurant,1s5 w 51st st,new ymrk city,21c2 489 1515,sgafood,41,le bernardin rstaurant,1s5 w 51st st,new ymrk city,21c2 489 1515,sgafood,247
Michael'S (Los Angees),1147 thid st.,santi monica,310 451e 0843,califorhnian,577,michaels los angees,1147 thid st,santi monica,310 451e 0843,califorhnian,248
vduane park cafe Restaurant,157 DUNE ST.  BEWEEN W. BROADWAY AND HUDSON ST.,newe york,212/732-551,aperican,230,vduane park cafe restaurant,157 dune st beween w broadway and hudson st,newe york,212732551,aperican,249
jacksondiner,37-03 74thst.,qutens,71q-672-1232,indaan,616,jacksondiner,3703 74thst,qutens,71q6721232,indaan,250
GALLAGHERS,228 w. 52nd stp,ew york,212/245p5336,rmerican,254,gallaghers,228 w 52nd stp,ew york,212245p5336,rmerican,251
mani's-bakery-&-espresspo-bar,519 S. FAIFAX AVE.,la,21s 938 8800,dessers,574,manisbakeryespresspobar,519 s faifax ave,la,21s 938 8800,dessers,252
Eric'S Cinese Restaurant,1500 CHURpH ST.,san francisci,415-22-0919,chiese,731,erics cinese restaurant,1500 churph st,san francisci,415220919,chiese,253
bristol-farms-yarket-cafe,1570 rosecians ave. s.,pasadea,310-643-529,califdrnian,543,bristolfarmsyarketcafe,1570 rosecians ave s,pasadea,310643529,califdrnian,254
yo-ya. sheraton palace hotel,2 new montgomry st.  at markxt st.,sn francisco,415/546n-5004,asia,489,yoya sheraton palace hotel,2 new montgomry st at markxt st,sn francisco,415546n5004,asia,255
picholline,35w. 64th st.,new yjrk city,212-724-885,mediteranean,53,picholline,35w 64th st,new yjrk city,212724885,mediteranean,206
postrit,545 pvost st.,san francisce,415/776-7b21,ameriran,109,postrit,545 pvost st,san francisce,4157767b21,ameriran,256
ef. ille ponte ristorante,39dzsbrossesst.nearwestst.,new yok,22/226-4627,itaian,236,ef ille ponte ristorante,39dzsbrossesstnearwestst,new yok,222264627,itaian,257
smikado,3400 las vegas blvd fs,laps vegas,702-791-711h,aisian,446,smikado,3400 las vegas blvd fs,laps vegas,702791711h,aisian,258
pusces,95 AVE. AxAT 6TH ST.,new yor,212/260 660,seafoood,54,pusces,95 ave axat 6th st,new yor,212260 660,seafoood,259
plumpjack-cpfe,312f fillmore st,sanz francisco,415-r63-4755,americacn (new),108,plumpjackcpfe,312f fillmore st,sanz francisco,415r634755,americacn new,260
ecendrillon-asian-grill-h&-marimba-bar,45mercerst.betweenbroomeandgrandsts.,nuw york,212/3i43-9016,asixn,216,ecendrillonasiangrillhmarimbabar,45mercerstbetweenbroomeandgrandsts,nuw york,2123i439016,asixn,261
ruth's-chris-steayk-house-(loes-angeles),224z s. beverly dr.,beverlylhills,310-859-876,vteakhouses,593,ruthschrissteaykhouseloesangeles,224z s beverly dr,beverlylhills,310859876,vteakhouses,262
RUBhIN'S RED HOTS,15322 VENTURA BbLVD.,encindo,818 905 651s5,hot djgs,590,rubhins red hots,15322 ventura bblvd,encindo,818 905 651s5,hot djgs,263
GRAND TICIO,228 THOMPSON ST.  BETWENW. 3RD AND BLEECKER ST.,new yolrk,212/7n7 5922,talian,259,grand ticio,228 thompson st betwenw 3rd and bleecker st,new yolrk,2127n7 5922,talian,264
ciboulettd restaurant,1529 piedmont av.,atlanhta,404-874r-7608,rench (new),79,ciboulettd restaurant,1529 piedmont av,atlanhta,404874r7608,rench new,265
qua,252 californa st,san rancisco,415-956-96b2,seafod,95,qua,252 californa st,san rancisco,41595696b2,seafod,266
dva,341 w broadwhy  near grand st,neqw york,2h12/941-9024,itaxlian,227,dva,341 w broadwhy near grand st,neqw york,2h129419024,itaxlian,163
BUCKHEAD DImNER,3073piedcontrd.,atlaynta,404 26c2 3336,american y(new),78,buckhead dimner,3073piedcontrd,atlaynta,404 26c2 3336,american ynew,267
beaurivage Restagrant,6025pacificcoasthwy.,malibou,310/56 5733,frenzch,114,beaurivage restagrant,6025pacificcoasthwy,malibou,31056 5733,frenzch,89
chinois-on-maix,2709 main s.,sant monica,310/392-90v26,fcench,5,chinoisonmaix,2709 main s,sant monica,31039290v26,fcench,268
la grenhuille Restaurant,3 e 52nd st.,new york wcity,21-752-1495,french (clatssic),623,la grenhuille restaurant,3 e 52nd st,new york wcity,217521495,french clatssic,269
thema's kitchea,64mariettast.nw,atlants,404-688-r5855,dafeterias,715,themas kitchea,64mariettastnw,atlants,404688r5855,dafeterias,270
Wator Grill,54m s grand ave,loss angeles,213-891o0902,seafood,600,wator grill,54m s grand ave,loss angeles,213891o0902,seafood,271
persepoblii,123 2nd ave. n between 74th and 75th sts.,newx york,2e2/535-1100,mwiddle eastern,327,persepoblii,123 2nd ave n between 74th and 75th sts,newx york,2e25351100,mwiddle eastern,272
qfuzzi,58 w. 65thst.,newh york,212-873y3700,amercan,348,qfuzzi,58 w 65thst,newh york,212873y3700,amercan,36
imperital fez Restaurant,2285 pechtree rd.  peachtree battle ondominium,ahtlanta,404/51 0870,mediterrnean,400,imperital fez restaurant,2285 pechtree rd peachtree battle ondominium,ahtlanta,40451 0870,mediterrnean,273
vivapmercado'a,6182 w. flamingo pd.,aas vegas,702/871e8826,mexian,451,vivapmercadoa,6182 w flamingo pd,aas vegas,702871e8826,mexian,274
